Project name,Developer,Status,Operating year,Power capacity (MW),Building square footage,Land acres,CapEx,County,State,Latitude,Longitude,Source 1,Source 2,Source 3,Key community benefits,Permanent jobs predicted,Temporary construction jobs predicted,Local hire commitment,Workforce programs,Infrastructure commitments,Community opposition,Formal CBA?,Sources for community benefits,Est. power capacity (MW),Power capacity note,Last audited
Western Lands,Digital Realty,Planned,,1000,11700000,221,,Loudoun,VA,38.95450081,-77.48892243,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,https://drive.google.com/file/d/18dJxlS8OOJNQqbLP3nxWFihWSRQs1JWE/view?usp=drive_link,,$1B+ direct/indirect economic impact over 20 years; tax revenue for county emergency services/infrastructure; new industry diversification,"357 full-time jobs (minimum salary $57,600); hundreds for IT/engineers","2,000-5,000 daily during construction",General commitment to hiring local residents,Partnering with local universities and technical training facilities; 4 universities in region,"On-site 200MW electrical substation; behind-the-meter battery storage, solar, wind, natural gas backup; 1.2GW power capacity",MODERATE: Texas Observer critique of 85% property tax break ($3.5B foregone); health concerns from $500M on-site natural gas plant; limited permanent jobs vs construction; environmental groups concerned about pollution,No,crusoe.ai; developabilene.com; bigcountryhomepage.com; texasobserver.org,,,
Project Jupiter,Stack Infrastructure,Under Construction,2026,1000,,1400,165000000000,Doña Ana,NM,31.8207327,-106.6822609,https://elpasomatters.org/2025/09/16/new-mexico-data-center-water-project-jupiter-santa-teresa-el-paso-texas/,https://www.datacenterdynamics.com/en/news/openai-announces-five-more-us-stargate-data-centers-with-oracle-and-softbank/,,"BINDING CBA (embedded in IRB documents): $50M water/wastewater infrastructure for county; $6.9M community investment funds (CTE facility, Boys & Girls Club, workforce education); $300M+ PILOT payments over 30 years; $1.5M education fund over 3 years; ""Doña Ana County First"" local hiring strategy; closed-loop cooling (20,000 gal/day avg, 60,000 max); on-site microgrid power. PROCESS CONCERNS: FOG alleges Open Meetings Act violations; documents grew from 359 to 1,583 pages between public vote and final signing; two active lawsuits; residents protested at every commissioners meeting; process described as rushed/opaque; no community groups were signatories",Not specified,Not specified,Not specified,Not specified,Not specified,Significant local opposition: residents protested at commissioners meetings; FOG alleges Open Meetings Act violations; two active lawsuits; process criticized as rushed/opaque (no community groups were signatories),No,https://www.donaana.gov/news_detail_T7_R35.php; https://haussamen.com/2025/12/18/final-project-jupiter-agreements-grew-exponentially/; https://elpasomatters.org/2025/09/19/project-jupiter-data-center-santa-teresa-approved-dona-ana-commissioners/,,,
AWS Susquehanna Data Center,Amazon,Planned,,960,,,,Luzerne,PA,41.0894737,-76.1458552,https://www.cnbc.com/2025/06/09/amazon-to-spend-20-billion-on-data-centers-in-pennsylvania-including-one-next-to-a-nuclear-power-plant.html,,,$50M for water/wastewater infrastructure countywide; $6.9M community investment funds; $360M PILT payments; workforce development; Boys & Girls Club facilities,750 permanent jobs ($75K-$100K avg salary),"2,500+ construction jobs","""Doña Ana County First"" hiring strategy; prioritize local residents and vendors",Local Workforce Development Education Fund; CTE facility construction; Doña Ana County Community College Regional Connectivity,$50M for drinking water/wastewater systems; on-site microgrid (natural gas + battery + solar); closed-loop cooling (minimal water: ~20K gal/day avg),SIGNIFICANT: Standing-room-only protests; concerns about water usage in drought region; arsenic in existing water supply; distrust from CRRUA utility failures; secrecy concerns; air pollution/noise worries,No,stackinfra.com; elpasomatters.org; truthout.org; nmborderplex.com; donaana.gov,,,
Hansen Farm Data Center,Microsoft,Under Construction,2026,910,2982000,83,,Prince William,VA,38.7814337,-77.57234889999998,https://local.microsoft.com/blog/hansen-farm-datacenter-construction-update/,https://drive.google.com/file/d/18dJxlS8OOJNQqbLP3nxWFihWSRQs1JWE/view?usp=drive_link,,"$20B investment (largest private sector in PA history); 1,250 high-skilled jobs; community fund grants ($10K max); STEM programs; workforce training","1,250+ high-skilled jobs (data center engineers, network specialists, security)",Thousands of construction jobs,Not explicitly specified,"Community Workforce Accelerator training centers; I2PA pre-apprenticeship; fiber splicing workshops; K-12 STEM; Luzerne County Community College partnership; community college consortium (Bucks, Lehigh Carbon, Luzerne, Northampton)",Nuclear power purchase from Susquehanna plant; transition to front-of-meter arrangement; 12 solar farms in PA,"MODERATE: FERC blocked initial ""behind the meter"" nuclear deal (concerns about grid reliability, cost shifting to ratepayers); environmental groups worry about ""cannibalizing"" clean energy; questions about tax revenue vs breaks",No,aboutamazon.com; spotlightpa.org; whyy.org; wvia.org; talenenergy.com,,,
Project Sail,Prologis,Planned,2036,900,4900000,832,17000000000,Coweta,GA,33.434,-84.87683,https://www.datacenterdynamics.com/en/news/prologis-set-to-buy-project-sail-data-center-site-outside-atlanta-georgia/,,,"Tax revenue; part of Microsoft Datacenter Community Pledge (carbon negative, water positive, zero waste by 2030)",Not specified for this specific facility,18-24 months construction expected,Microsoft Datacenter Academy for skills training,Microsoft Datacenter Academy; digital skills programs; STEM education partnerships,"Carbon negative, water positive, zero waste commitments by 2030; operating within county noise ordinance",INTENSE: Part of Digital Gateway controversy; Coalition to Protect Prince William County; lawsuits; Manassas Battlefield proximity concerns; actor Robert Duvall spoke in opposition to nearby projects; backlash drove political changes,No,local.microsoft.com; cardinalnews.org; datacenterfrontier.com; insideclimatenews.org,,,
Bolingbroke Technology Campus,"Bolingbroke Technology Center, LLC",Planned,2033,900,5400000,900,5800000000,Monroe,GA,32.94370218,-83.82536543,https://apps.dca.ga.gov/DRI/AppSummary.aspx?driid=4446,,,Part of $17B investment in region,Not specified,Significant during multi-year build-out,Not specified,Not specified,Not specified,Not widely reported,No,datacenterdynamics.com,,,
Cologix Johnstown OH Campus,Cologix,Planned,,800,2000000,154,,Licking,OH,40.067538,-82.75073354,https://www.datacenterdynamics.com/en/news/cologix-buys-land-in-ohio-for-800mw-campus/,,,$5.8B investment through 2033,Not specified,Not specified,Not specified,Not specified,Not specified,Not widely reported; project in early planning under GA DRI process,No,apps.dca.ga.gov (Georgia DRI database),,,
Vantage Millersport Campus,Vantage Data Centers,Planned,2027,800,,500,2100000000,Fairfield,OH,39.897016,-82.55633299999998,https://www.datacenterdynamics.com/en/news/vantage-targets-data-center-campus-outside-columbus-ohio/,https://governor.ohio.gov/media/news-and-media/governor-dewine-lt-governor-tressel-announce-5-projects-set-to-create-218-jobs-more-than-2-1-billion-in-investments-,,Economic development in Licking County region,Not specified,Not specified,Not specified,Not specified,Not specified,Not widely reported,No,datacenterdynamics.com,,,
Helios,Galaxy Digital,Under Construction,2026,800,125000,1500,,Collin,TX,33.7662776,-100.863583,https://investor.galaxy.com/news/news-details/2025/Galaxy-Closes-1-4-Billion-Project-Financing-Facility-to-Accelerate-Helios-AI-Datacenter-Development/default.aspx,,,$2.1B investment; 218 jobs announced by Governor,218 jobs (per Governor DeWine announcement),Not specified,Not specified,Not specified,Not specified,Not widely reported,No,datacenterdynamics.com; governor.ohio.gov,,,
Mattameade Tech Campus,Amazon,Planned,2027,770,4500000,1143,,Spotsylvania,VA,38.12168301,-77.50419730999998,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,https://www.nao.usace.army.mil/Media/Public-Notices/Article/4054364/nao-2024-01108-mattameade-data-center-caroline-county-virginia/,https://virginiabusiness.com/amazon-eyes-caroline-spotsylvania-for-11-building-data-center-campus/,$1.4B financing closed for AI datacenter development,Not specified,Not specified,Not specified,Not specified,"800MW planned capacity; 1,500 acres",Not widely reported; project in planning stages,No,investor.galaxy.com,,,
Stream Data Center: DSM02,Stream Data Centers,Planned,,760,,440,,Polk,IA,41.535171,-93.720739,,,,Tax revenue; part of broader Amazon Virginia investments ($91.5B to date),Not specified for this facility,Not specified,Not specified,"Part of Amazon regional workforce development including Datacenter Academy, I2PA, fusion splicing workshops",$400M+ Massaponax Wastewater Treatment Plant upgrade for recycled water distribution in Spotsylvania County,Part of broader Virginia data center expansion concerns; transmission line controversies; environmental group opposition,No,pecva.org; aboutamazon.com; virginiabusiness.com,,,
IREN Horizon 1,IREN,Operational,2025,750,,420,350000000,Childress,TX,34.38247237,-100.055684,https://www.datacenterdynamics.com/en/news/iren-plans-75mw-liquid-cooled-ai-data-center-in-texas/,,,Not specified for this project; Des Moines area data centers (Microsoft) employ 300-400+ FT workers,800+ construction jobs supported by ongoing Microsoft development in region,Part of Des Moines data center ecosystem; Microsoft invested $5B+ with $182M in public infrastructure improvements via TIF,"Microsoft invested $2.5M+ in community programs across 70+ nonprofit partners; tree planting, immigrant services, career development",Veterans Parkway 8.5-mile extension; Grand Prairie Parkway bridge; $200M+ public improvements from TIF,Not specified for this project,None reported specific to Stream; general concerns about water usage in Iowa data centers,No,"local.microsoft.com, businessrecord.com, news.microsoft.com, weareiowa.com",,,
QTS: Big Cedar Industrial Center,QTS,Planned,,616,1400000,612,750000000,Linn,IA,41.90854626,-91.72942709,https://cdn.misoenergy.org/NEW%20LOAD%20ANNOUNCEMENTS%20IN%20MISO%20REGIONS%2012062024684954.pdf,https://www.datacenterdynamics.com/en/news/city-of-cedar-rapids-officially-confirms-qts-behind-iowa-data-center-campus/,,"BINDING DEVELOPMENT AGREEMENT with community betterment fund: QTS contributes up to $18M over 20 years ($300K/phase/year) to City of Cedar Rapids Community Betterment Fund; 20-year 70% property tax rebate; 20-year 75% electrical franchise fee rebate; minimum $750M investment; minimum 15 jobs per phase at high-quality wage ($26.20+/hr); water-free cooling; $500K tree replacement program (20,000 trees over 5 years)",500+ contractors supporting expansion,Long-term revenue streams for Childress County over multi-decade project life; $300-350M investment for Horizon 1,Not specified,Not specified,Town water supply for operations,None reported; majority Bitcoin mining with AI/HPC expansion,No,https://www.thegazette.com/local-government/cedar-rapids-city-council-approves-data-center-agreement-calling-it-an-investment-in-the-future/; https://corridorbusiness.com/cedar-rapids-council-approves-development-agreement-for-qts-data-center-project/,,,
Cedar Rapids Data Center,Google,Under Construction,2026,600,,414,576000000,Linn,IA,41.906145,-91.719891,https://www.thegazette.com/local-government/unnamed-company-looks-to-build-576-million-data-center-in-cedar-rapids/,https://www.datacenterdynamics.com/en/news/google-named-as-company-behind-planned-data-center-campus-in-cedar-rapids-iowa/,https://cdn.misoenergy.org/NEW%20LOAD%20ANNOUNCEMENTS%20IN%20MISO%20REGIONS%2012062024684954.pdf,BINDING DEVELOPMENT AGREEMENT with community betterment component: Google commits $400K/year for 15 years to Community Betterment Fund ($6M total); 20-year 70% tax exemption conditional on minimum 31 FT positions at $26.20+/hr; separate from philanthropic contributions,"1,200+ construction jobs; 2,000+ high-quality construction and permanent jobs total claimed",$750M minimum investment (largest in Cedar Rapids history); $10B planned; $1B property taxes over 20 years,$18M Community Betterment Fund over 20 years ($300K annually per data center phase),"Water main extensions ($3.6M joint Alliant/$city); sewer expansion; road upgrades; QTS pays $13M sewer, $3.8M water to buildings",Water-free cooling system; conserves ~4B gallons annually vs evaporative cooling,Minimal; some concerns about water usage initially addressed by water-free cooling commitment,No,https://dailyiowan.com/2025/12/09/cedar-rapids-data-centers-ignite-concern-from-energy-advocates-excitement-from-officials/; https://www.datacenterfrontier.com/site-selection/article/55268088/cedar-rapids-iowa-gets-approval-for-two-major-data-center-investments-by-google-and-qts,,,
